# GRID: NUMBER OF POINTS: 10001 STRETCHING COEFFICIENT ALPHA:   9.99999975E-05
 #I        YPAD              YHAD
***        0.01362259        0.00000367
***        0.01362627        0.00000367
***        0.01362994        0.00000368
***        0.01363362        0.00000368
***        0.01363730        0.00000368
***        0.01364097        0.00000368
***        0.01364465        0.00000368
***        0.01364833        0.00000368
***        0.01365200        0.00000368
***        0.01365568        0.00000368
***        0.01365936        0.00000368
***        0.01366304        0.00000368
***        0.01366672        0.00000368
***        0.01367039        0.00000368
***        0.01367407        0.00000368
***        0.01367775        0.00000368
***        0.01368143        0.00000368
***        0.01368511        0.00000368
***        0.01368880        0.00000368
***        0.01369248        0.00000368
***        0.01369616        0.00000368
***        0.01369984        0.00000368
***        0.01370352        0.00000368
***        0.01370721        0.00000368
***        0.01371089        0.00000368
***        0.01371457        0.00000368
***        0.01371826        0.00000368
***        0.01372194        0.00000368
***        0.01372562        0.00000368
***        0.01372931        0.00000368
***        0.01373300        0.00000369
***        0.01373668        0.00000369
***        0.01374037        0.00000369
***        0.01374405        0.00000369
***        0.01374774        0.00000369
***        0.01375143        0.00000369
***        0.01375512        0.00000369
***        0.01375880        0.00000369
***        0.01376249        0.00000369
***        0.01376618        0.00000369
***        0.01376987        0.00000369
***        0.01377356        0.00000369
***        0.01377725        0.00000369
***        0.01378094        0.00000369
***        0.01378463        0.00000369
***        0.01378832        0.00000369
***        0.01379201        0.00000369
***        0.01379570        0.00000369
***        0.01379939        0.00000369
***        0.01380309        0.00000369
***        0.01380678        0.00000369
***        0.01381047        0.00000369
***        0.01381417        0.00000369
***        0.01381786        0.00000369
***        0.01382155        0.00000369
***        0.01382525        0.00000369
***        0.01382894        0.00000369
***        0.01383264        0.00000370
***        0.01383633        0.00000370
***        0.01384003        0.00000370
***        0.01384373        0.00000370
***        0.01384742        0.00000370
***        0.01385112        0.00000370
***        0.01385482        0.00000370
***        0.01385852        0.00000370
***        0.01386222        0.00000370
***        0.01386591        0.00000370
***        0.01386961        0.00000370
***        0.01387331        0.00000370
***        0.01387701        0.00000370
***        0.01388071        0.00000370
***        0.01388441        0.00000370
***        0.01388811        0.00000370
***        0.01389181        0.00000370
***        0.01389552        0.00000370
***        0.01389922        0.00000370
***        0.01390292        0.00000370
***        0.01390662        0.00000370
***        0.01391033        0.00000370
***        0.01391403        0.00000370
***        0.01391773        0.00000370
***        0.01392144        0.00000370
***        0.01392514        0.00000370
***        0.01392885        0.00000370
***        0.01393255        0.00000371
***        0.01393626        0.00000371
***        0.01393996        0.00000371
***        0.01394367        0.00000371
***        0.01394738        0.00000371
***        0.01395108        0.00000371
***        0.01395479        0.00000371
***        0.01395850        0.00000371
***        0.01396221        0.00000371
***        0.01396592        0.00000371
***        0.01396963        0.00000371
***        0.01397334        0.00000371
***        0.01397705        0.00000371
***        0.01398076        0.00000371
***        0.01398447        0.00000371
***        0.01398818        0.00000371
***        0.01399189        0.00000371
***        0.01399560        0.00000371
***        0.01399931        0.00000371
***        0.01400302        0.00000371
***        0.01400674        0.00000371
***        0.01401045        0.00000371
***        0.01401416        0.00000371
***        0.01401788        0.00000371
***        0.01402159        0.00000371
***        0.01402531        0.00000371
***        0.01402902        0.00000371
***        0.01403274        0.00000372
***        0.01403645        0.00000372
***        0.01404017        0.00000372
***        0.01404388        0.00000372
***        0.01404760        0.00000372
***        0.01405132        0.00000372
***        0.01405504        0.00000372
***        0.01405875        0.00000372
***        0.01406247        0.00000372
***        0.01406619        0.00000372
***        0.01406991        0.00000372
***        0.01407363        0.00000372
***        0.01407735        0.00000372
***        0.01408107        0.00000372
***        0.01408479        0.00000372
***        0.01408851        0.00000372
***        0.01409223        0.00000372
***        0.01409595        0.00000372
***        0.01409968        0.00000372
***        0.01410340        0.00000372
***        0.01410712        0.00000372
***        0.01411084        0.00000372
***        0.01411457        0.00000372
***        0.01411829        0.00000372
***        0.01412202        0.00000372
***        0.01412574        0.00000372
***        0.01412947        0.00000373
***        0.01413319        0.00000373
***        0.01413692        0.00000373
***        0.01414064        0.00000373
***        0.01414437        0.00000373
***        0.01414810        0.00000373
***        0.01415182        0.00000373
***        0.01415555        0.00000373
***        0.01415928        0.00000373
***        0.01416301        0.00000373
***        0.01416674        0.00000373
***        0.01417046        0.00000373
***        0.01417419        0.00000373
***        0.01417792        0.00000373
***        0.01418165        0.00000373
***        0.01418539        0.00000373
***        0.01418912        0.00000373
***        0.01419285        0.00000373
***        0.01419658        0.00000373
***        0.01420031        0.00000373
***        0.01420404        0.00000373
***        0.01420778        0.00000373
***        0.01421151        0.00000373
***        0.01421524        0.00000373
***        0.01421898        0.00000373
***        0.01422271        0.00000373
***        0.01422645        0.00000373
***        0.01423018        0.00000374
***        0.01423392        0.00000374
***        0.01423765        0.00000374
***        0.01424139        0.00000374
***        0.01424513        0.00000374
***        0.01424886        0.00000374
***        0.01425260        0.00000374
***        0.01425634        0.00000374
***        0.01426008        0.00000374
***        0.01426381        0.00000374
***        0.01426755        0.00000374
***        0.01427129        0.00000374
***        0.01427503        0.00000374
***        0.01427877        0.00000374
***        0.01428251        0.00000374
***        0.01428625        0.00000374
***        0.01428999        0.00000374
***        0.01429373        0.00000374
***        0.01429748        0.00000374
***        0.01430122        0.00000374
***        0.01430496        0.00000374
***        0.01430870        0.00000374
***        0.01431245        0.00000374
***        0.01431619        0.00000374
***        0.01431994        0.00000374
***        0.01432368        0.00000374
***        0.01432742        0.00000374
***        0.01433117        0.00000375
***        0.01433492        0.00000375
***        0.01433866        0.00000375
***        0.01434241        0.00000375
***        0.01434615        0.00000375
***        0.01434990        0.00000375
***        0.01435365        0.00000375
***        0.01435740        0.00000375
***        0.01436114        0.00000375
***        0.01436489        0.00000375
***        0.01436864        0.00000375
***        0.01437239        0.00000375
***        0.01437614        0.00000375
***        0.01437989        0.00000375
***        0.01438364        0.00000375
***        0.01438739        0.00000375
***        0.01439114        0.00000375
***        0.01439489        0.00000375
***        0.01439865        0.00000375
***        0.01440240        0.00000375
***        0.01440615        0.00000375
***        0.01440990        0.00000375
***        0.01441366        0.00000375
***        0.01441741        0.00000375
***        0.01442117        0.00000375
***        0.01442492        0.00000375
***        0.01442868        0.00000375
***        0.01443243        0.00000376
***        0.01443619        0.00000376
***        0.01443994        0.00000376
***        0.01444370        0.00000376
***        0.01444746        0.00000376
***        0.01445121        0.00000376
***        0.01445497        0.00000376
***        0.01445873        0.00000376
***        0.01446249        0.00000376
***        0.01446625        0.00000376
***        0.01447000        0.00000376
***        0.01447376        0.00000376
***        0.01447752        0.00000376
***        0.01448128        0.00000376
***        0.01448504        0.00000376
***        0.01448881        0.00000376
***        0.01449257        0.00000376
***        0.01449633        0.00000376
***        0.01450009        0.00000376
***        0.01450385        0.00000376
***        0.01450762        0.00000376
***        0.01451138        0.00000376
***        0.01451514        0.00000376
***        0.01451891        0.00000376
***        0.01452267        0.00000376
***        0.01452644        0.00000376
***        0.01453020        0.00000377
***        0.01453397        0.00000377
***        0.01453773        0.00000377
***        0.01454150        0.00000377
***        0.01454526        0.00000377
***        0.01454903        0.00000377
***        0.01455280        0.00000377
***        0.01455657        0.00000377
***        0.01456033        0.00000377
***        0.01456410        0.00000377
***        0.01456787        0.00000377
***        0.01457164        0.00000377
***        0.01457541        0.00000377
***        0.01457918        0.00000377
***        0.01458295        0.00000377
***        0.01458672        0.00000377
***        0.01459049        0.00000377
***        0.01459426        0.00000377
***        0.01459804        0.00000377
***        0.01460181        0.00000377
***        0.01460558        0.00000377
***        0.01460935        0.00000377
***        0.01461313        0.00000377
***        0.01461690        0.00000377
***        0.01462068        0.00000377
***        0.01462445        0.00000377
***        0.01462822        0.00000377
***        0.01463200        0.00000378
***        0.01463578        0.00000378
***        0.01463955        0.00000378
***        0.01464333        0.00000378
***        0.01464710        0.00000378
***        0.01465088        0.00000378
***        0.01465466        0.00000378
***        0.01465844        0.00000378
***        0.01466222        0.00000378
***        0.01466599        0.00000378
***        0.01466977        0.00000378
***        0.01467355        0.00000378
***        0.01467733        0.00000378
***        0.01468111        0.00000378
***        0.01468489        0.00000378
***        0.01468867        0.00000378
***        0.01469246        0.00000378
***        0.01469624        0.00000378
***        0.01470002        0.00000378
***        0.01470380        0.00000378
***        0.01470758        0.00000378
***        0.01471137        0.00000378
***        0.01471515        0.00000378
***        0.01471894        0.00000378
***        0.01472272        0.00000378
***        0.01472650        0.00000378
***        0.01473029        0.00000379
***        0.01473407        0.00000379
***        0.01473786        0.00000379
***        0.01474165        0.00000379
***        0.01474543        0.00000379
***        0.01474922        0.00000379
***        0.01475301        0.00000379
***        0.01475680        0.00000379
***        0.01476058        0.00000379
***        0.01476437        0.00000379
***        0.01476816        0.00000379
***        0.01477195        0.00000379
***        0.01477574        0.00000379
***        0.01477953        0.00000379
***        0.01478332        0.00000379
***        0.01478711        0.00000379
***        0.01479090        0.00000379
***        0.01479469        0.00000379
***        0.01479849        0.00000379
***        0.01480228        0.00000379
***        0.01480607        0.00000379
***        0.01480986        0.00000379
***        0.01481366        0.00000379
***        0.01481745        0.00000379
***        0.01482124        0.00000379
***        0.01482504        0.00000379
***        0.01482883        0.00000379
***        0.01483263        0.00000380
***        0.01483643        0.00000380
***        0.01484022        0.00000380
***        0.01484402        0.00000380
***        0.01484781        0.00000380
***        0.01485161        0.00000380
***        0.01485541        0.00000380
***        0.01485921        0.00000380
***        0.01486301        0.00000380
***        0.01486680        0.00000380
***        0.01487060        0.00000380
***        0.01487440        0.00000380
***        0.01487820        0.00000380
***        0.01488200        0.00000380
***        0.01488580        0.00000380
***        0.01488960        0.00000380
***        0.01489341        0.00000380
***        0.01489721        0.00000380
***        0.01490101        0.00000380
***        0.01490481        0.00000380
***        0.01490862        0.00000380
***        0.01491242        0.00000380
***        0.01491622        0.00000380
***        0.01492003        0.00000380
***        0.01492383        0.00000380
***        0.01492764        0.00000380
***        0.01493144        0.00000381
***        0.01493525        0.00000381
***        0.01493905        0.00000381
***        0.01494286        0.00000381
***        0.01494667        0.00000381
***        0.01495047        0.00000381
***        0.01495428        0.00000381
***        0.01495809        0.00000381
***        0.01496190        0.00000381
***        0.01496570        0.00000381
***        0.01496951        0.00000381
***        0.01497332        0.00000381
***        0.01497713        0.00000381
***        0.01498094        0.00000381
***        0.01498475        0.00000381
***        0.01498856        0.00000381
***        0.01499238        0.00000381
***        0.01499619        0.00000381
***        0.01500000        0.00000381
***        0.01500381        0.00000381
***        0.01500762        0.00000381
***        0.01501143        0.00000381
***        0.01501525        0.00000381
***        0.01501906        0.00000381
***        0.01502287        0.00000381
***        0.01502668        0.00000381
***        0.01503049        0.00000381
***        0.01503429        0.00000381
***        0.01503810        0.00000381
***        0.01504191        0.00000381
***        0.01504572        0.00000381
***        0.01504953        0.00000381
***        0.01505333        0.00000381
***        0.01505714        0.00000381
***        0.01506095        0.00000381
***        0.01506475        0.00000381
***        0.01506856        0.00000381
***        0.01507236        0.00000381
***        0.01507617        0.00000380
***        0.01507997        0.00000380
***        0.01508378        0.00000380
***        0.01508758        0.00000380
***        0.01509138        0.00000380
***        0.01509519        0.00000380
***        0.01509899        0.00000380
***        0.01510279        0.00000380
***        0.01510659        0.00000380
***        0.01511039        0.00000380
***        0.01511420        0.00000380
***        0.01511800        0.00000380
***        0.01512180        0.00000380
***        0.01512560        0.00000380
***        0.01512940        0.00000380
***        0.01513319        0.00000380
***        0.01513699        0.00000380
***        0.01514079        0.00000380
***        0.01514459        0.00000380
***        0.01514839        0.00000380
***        0.01515218        0.00000380
***        0.01515598        0.00000380
***        0.01515978        0.00000380
***        0.01516357        0.00000380
***        0.01516737        0.00000380
***        0.01517117        0.00000380
***        0.01517496        0.00000379
***        0.01517875        0.00000379
***        0.01518255        0.00000379
***        0.01518634        0.00000379
***        0.01519014        0.00000379
***        0.01519393        0.00000379
***        0.01519772        0.00000379
***        0.01520151        0.00000379
***        0.01520531        0.00000379
***        0.01520910        0.00000379
***        0.01521289        0.00000379
***        0.01521668        0.00000379
***        0.01522047        0.00000379
***        0.01522426        0.00000379
***        0.01522805        0.00000379
***        0.01523184        0.00000379
***        0.01523563        0.00000379
***        0.01523942        0.00000379
***        0.01524320        0.00000379
***        0.01524699        0.00000379
***        0.01525078        0.00000379
***        0.01525457        0.00000379
***        0.01525835        0.00000379
***        0.01526214        0.00000379
***        0.01526592        0.00000379
***        0.01526971        0.00000379
***        0.01527350        0.00000379
***        0.01527728        0.00000378
***        0.01528106        0.00000378
***        0.01528485        0.00000378
***        0.01528863        0.00000378
***        0.01529241        0.00000378
***        0.01529620        0.00000378
***        0.01529998        0.00000378
***        0.01530376        0.00000378
***        0.01530754        0.00000378
***        0.01531133        0.00000378
***        0.01531511        0.00000378
***        0.01531889        0.00000378
***        0.01532267        0.00000378
***        0.01532645        0.00000378
***        0.01533023        0.00000378
***        0.01533401        0.00000378
***        0.01533778        0.00000378
***        0.01534156        0.00000378
***        0.01534534        0.00000378
***        0.01534912        0.00000378
***        0.01535289        0.00000378
***        0.01535667        0.00000378
***        0.01536045        0.00000378
***        0.01536422        0.00000378
***        0.01536800        0.00000378
***        0.01537177        0.00000378
***        0.01537555        0.00000377
***        0.01537932        0.00000377
***        0.01538310        0.00000377
***        0.01538687        0.00000377
***        0.01539065        0.00000377
***        0.01539442        0.00000377
***        0.01539819        0.00000377
***        0.01540196        0.00000377
***        0.01540573        0.00000377
***        0.01540951        0.00000377
***        0.01541328        0.00000377
***        0.01541705        0.00000377
***        0.01542082        0.00000377
***        0.01542459        0.00000377
***        0.01542836        0.00000377
***        0.01543213        0.00000377
***        0.01543590        0.00000377
***        0.01543966        0.00000377
***        0.01544343        0.00000377
***        0.01544720        0.00000377
***        0.01545097        0.00000377
***        0.01545473        0.00000377
***        0.01545850        0.00000377
***        0.01546227        0.00000377
***        0.01546603        0.00000377
***        0.01546980        0.00000377
***        0.01547356        0.00000377
***        0.01547733        0.00000376
***        0.01548109        0.00000376
***        0.01548486        0.00000376
***        0.01548862        0.00000376
***        0.01549238        0.00000376
***        0.01549615        0.00000376
***        0.01549991        0.00000376
***        0.01550367        0.00000376
***        0.01550743        0.00000376
***        0.01551119        0.00000376
***        0.01551495        0.00000376
***        0.01551872        0.00000376
***        0.01552248        0.00000376
***        0.01552624        0.00000376
***        0.01552999        0.00000376
***        0.01553375        0.00000376
***        0.01553751        0.00000376
***        0.01554127        0.00000376
***        0.01554503        0.00000376
***        0.01554879        0.00000376
***        0.01555254        0.00000376
***        0.01555630        0.00000376
***        0.01556006        0.00000376
***        0.01556381        0.00000376
***        0.01556757        0.00000376
***        0.01557132        0.00000376
***        0.01557508        0.00000375
***        0.01557883        0.00000375
***        0.01558259        0.00000375
***        0.01558634        0.00000375
***        0.01559009        0.00000375
***        0.01559385        0.00000375
***        0.01559760        0.00000375
***        0.01560135        0.00000375
***        0.01560510        0.00000375
***        0.01560886        0.00000375
***        0.01561261        0.00000375
***        0.01561636        0.00000375
***        0.01562011        0.00000375
***        0.01562386        0.00000375
***        0.01562761        0.00000375
***        0.01563136        0.00000375
***        0.01563511        0.00000375
***        0.01563885        0.00000375
***        0.01564260        0.00000375
***        0.01564635        0.00000375
***        0.01565010        0.00000375
***        0.01565385        0.00000375
***        0.01565759        0.00000375
***        0.01566134        0.00000375
***        0.01566508        0.00000375
***        0.01566883        0.00000375
***        0.01567257        0.00000375
***        0.01567632        0.00000374
***        0.01568006        0.00000374
***        0.01568381        0.00000374
***        0.01568755        0.00000374
***        0.01569130        0.00000374
***        0.01569504        0.00000374
***        0.01569878        0.00000374
***        0.01570252        0.00000374
***        0.01570626        0.00000374
***        0.01571001        0.00000374
***        0.01571375        0.00000374
***        0.01571749        0.00000374
***        0.01572123        0.00000374
***        0.01572497        0.00000374
***        0.01572871        0.00000374
***        0.01573245        0.00000374
***        0.01573619        0.00000374
***        0.01573992        0.00000374
***        0.01574366        0.00000374
***        0.01574740        0.00000374
***        0.01575114        0.00000374
***        0.01575487        0.00000374
***        0.01575861        0.00000374
***        0.01576235        0.00000374
***        0.01576608        0.00000374
***        0.01576982        0.00000374
***        0.01577355        0.00000374
***        0.01577729        0.00000373
***        0.01578102        0.00000373
***        0.01578476        0.00000373
***        0.01578849        0.00000373
***        0.01579222        0.00000373
***        0.01579596        0.00000373
***        0.01579969        0.00000373
***        0.01580342        0.00000373
***        0.01580715        0.00000373
***        0.01581088        0.00000373
***        0.01581461        0.00000373
***        0.01581834        0.00000373
***        0.01582208        0.00000373
***        0.01582580        0.00000373
***        0.01582953        0.00000373
***        0.01583326        0.00000373
***        0.01583699        0.00000373
***        0.01584072        0.00000373
***        0.01584445        0.00000373
***        0.01584818        0.00000373
***        0.01585190        0.00000373
***        0.01585563        0.00000373
***        0.01585936        0.00000373
***        0.01586308        0.00000373
***        0.01586681        0.00000373
***        0.01587053        0.00000373
***        0.01587426        0.00000373
***        0.01587798        0.00000372
***        0.01588171        0.00000372
***        0.01588543        0.00000372
***        0.01588916        0.00000372
***        0.01589288        0.00000372
***        0.01589660        0.00000372
***        0.01590032        0.00000372
***        0.01590405        0.00000372
***        0.01590777        0.00000372
***        0.01591149        0.00000372
***        0.01591521        0.00000372
***        0.01591893        0.00000372
***        0.01592265        0.00000372
***        0.01592637        0.00000372
***        0.01593009        0.00000372
***        0.01593381        0.00000372
***        0.01593753        0.00000372
***        0.01594125        0.00000372
***        0.01594496        0.00000372
***        0.01594868        0.00000372
***        0.01595240        0.00000372
***        0.01595611        0.00000372
***        0.01595983        0.00000372
***        0.01596355        0.00000372
***        0.01596726        0.00000372
***        0.01597098        0.00000372
***        0.01597469        0.00000371
***        0.01597841        0.00000371
***        0.01598212        0.00000371
***        0.01598584        0.00000371
***        0.01598955        0.00000371
***        0.01599326        0.00000371
***        0.01599698        0.00000371
***        0.01600069        0.00000371
***        0.01600440        0.00000371
***        0.01600811        0.00000371
***        0.01601182        0.00000371
***        0.01601553        0.00000371
***        0.01601924        0.00000371
***        0.01602295        0.00000371
***        0.01602666        0.00000371
***        0.01603037        0.00000371
***        0.01603408        0.00000371
***        0.01603779        0.00000371
***        0.01604150        0.00000371
***        0.01604521        0.00000371
***        0.01604891        0.00000371
***        0.01605262        0.00000371
***        0.01605633        0.00000371
***        0.01606003        0.00000371
***        0.01606374        0.00000371
***        0.01606745        0.00000371
***        0.01607115        0.00000371
***        0.01607486        0.00000370
***        0.01607856        0.00000370
***        0.01608227        0.00000370
***        0.01608597        0.00000370
***        0.01608967        0.00000370
***        0.01609338        0.00000370
***        0.01609708        0.00000370
***        0.01610078        0.00000370
***        0.01610448        0.00000370
***        0.01610818        0.00000370
***        0.01611189        0.00000370
***        0.01611559        0.00000370
***        0.01611929        0.00000370
***        0.01612299        0.00000370
***        0.01612669        0.00000370
***        0.01613039        0.00000370
***        0.01613409        0.00000370
***        0.01613778        0.00000370
***        0.01614148        0.00000370
***        0.01614518        0.00000370
***        0.01614888        0.00000370
***        0.01615258        0.00000370
***        0.01615627        0.00000370
***        0.01615997        0.00000370
***        0.01616366        0.00000370
***        0.01616736        0.00000370
***        0.01617106        0.00000370
***        0.01617475        0.00000369
***        0.01617844        0.00000369
***        0.01618214        0.00000369
***        0.01618583        0.00000369
***        0.01618953        0.00000369
***        0.01619322        0.00000369
***        0.01619691        0.00000369
***        0.01620060        0.00000369
***        0.01620430        0.00000369
***        0.01620799        0.00000369
***        0.01621168        0.00000369
***        0.01621537        0.00000369
***        0.01621906        0.00000369
***        0.01622275        0.00000369
***        0.01622644        0.00000369
***        0.01623013        0.00000369
***        0.01623382        0.00000369
***        0.01623751        0.00000369
***        0.01624120        0.00000369
***        0.01624488        0.00000369
***        0.01624857        0.00000369
***        0.01625226        0.00000369
***        0.01625595        0.00000369
***        0.01625963        0.00000369
***        0.01626332        0.00000369
***        0.01626700        0.00000369
***        0.01627069        0.00000369
***        0.01627437        0.00000368
***        0.01627806        0.00000368
***        0.01628174        0.00000368
***        0.01628543        0.00000368
***        0.01628911        0.00000368
***        0.01629279        0.00000368
***        0.01629648        0.00000368
***        0.01630016        0.00000368
***        0.01630384        0.00000368
***        0.01630752        0.00000368
***        0.01631120        0.00000368
***        0.01631489        0.00000368
***        0.01631857        0.00000368
***        0.01632225        0.00000368
***        0.01632593        0.00000368
***        0.01632961        0.00000368
***        0.01633328        0.00000368
***        0.01633696        0.00000368
***        0.01634064        0.00000368
***        0.01634432        0.00000368
***        0.01634800        0.00000368
***        0.01635167        0.00000368
***        0.01635535        0.00000368
***        0.01635903        0.00000368
***        0.01636270        0.00000368
***        0.01636638        0.00000368
***        0.01637005        0.00000368
***        0.01637373        0.00000368
***        0.01637740        0.00000367
***        0.01638108        0.00000367
***        0.01638475        0.00000367
***        0.01638843        0.00000367
***        0.01639210        0.00000367
***        0.01639577        0.00000367
***        0.01639945        0.00000367
***        0.01640312        0.00000367
***        0.01640679        0.00000367
***        0.01641046        0.00000367
***        0.01641413        0.00000367
***        0.01641780        0.00000367
***        0.01642147        0.00000367
***        0.01642514        0.00000367
***        0.01642881        0.00000367
***        0.01643248        0.00000367
***        0.01643615        0.00000367
***        0.01643982        0.00000367
***        0.01644349        0.00000367
***        0.01644715        0.00000367
***        0.01645082        0.00000367
***        0.01645449        0.00000367
***        0.01645815        0.00000367
***        0.01646182        0.00000367
***        0.01646549        0.00000367
***        0.01646915        0.00000367
***        0.01647282        0.00000367
***        0.01647648        0.00000366
***        0.01648015        0.00000366
***        0.01648381        0.00000366
***        0.01648747        0.00000366
***        0.01649114        0.00000366
***        0.01649480        0.00000366
***        0.01649846        0.00000366
***        0.01650213        0.00000366
***        0.01650579        0.00000366
***        0.01650945        0.00000366
***        0.01651311        0.00000366
***        0.01651677        0.00000366
***        0.01652043        0.00000366
***        0.01652409        0.00000366
***        0.01652775        0.00000366
***        0.01653141        0.00000366
***        0.01653507        0.00000366
***        0.01653873        0.00000366
***        0.01654239        0.00000366
***        0.01654604        0.00000366
***        0.01654970        0.00000366
***        0.01655336        0.00000366
***        0.01655701        0.00000366
***        0.01656067        0.00000366
***        0.01656433        0.00000366
***        0.01656798        0.00000366
***        0.01657164        0.00000366
***        0.01657529        0.00000365
***        0.01657895        0.00000365
***        0.01658260        0.00000365
***        0.01658626        0.00000365
***        0.01658991        0.00000365
***        0.01659356        0.00000365
***        0.01659721        0.00000365
***        0.01660087        0.00000365
***        0.01660452        0.00000365
***        0.01660817        0.00000365
***        0.01661182        0.00000365
***        0.01661547        0.00000365
***        0.01661912        0.00000365
***        0.01662277        0.00000365
***        0.01662642        0.00000365
***        0.01663007        0.00000365
***        0.01663372        0.00000365
***        0.01663737        0.00000365
***        0.01664102        0.00000365
***        0.01664467        0.00000365
***        0.01664831        0.00000365
***        0.01665196        0.00000365
***        0.01665561        0.00000365
***        0.01665925        0.00000365
***        0.01666290        0.00000365
***        0.01666655        0.00000365
***        0.01667019        0.00000365
***        0.01667384        0.00000365
***        0.01667748        0.00000364
***        0.01668113        0.00000364
***        0.01668477        0.00000364
***        0.01668841        0.00000364
***        0.01669206        0.00000364
***        0.01669570        0.00000364
***        0.01669934        0.00000364
***        0.01670298        0.00000364
***        0.01670663        0.00000364
***        0.01671027        0.00000364
***        0.01671391        0.00000364
***        0.01671755        0.00000364
***        0.01672119        0.00000364
***        0.01672483        0.00000364
***        0.01672847        0.00000364
***        0.01673211        0.00000364
***        0.01673575        0.00000364
***        0.01673939        0.00000364
***        0.01674302        0.00000364
***        0.01674666        0.00000364
***        0.01675030        0.00000364
***        0.01675394        0.00000364
***        0.01675757        0.00000364
***        0.01676121        0.00000364
***        0.01676484        0.00000364
***        0.01676848        0.00000364
***        0.01677212        0.00000364
***        0.01677575        0.00000363
***        0.01677938        0.00000363
***        0.01678302        0.00000363
***        0.01678665        0.00000363
***        0.01679029        0.00000363
***        0.01679392        0.00000363
***        0.01679755        0.00000363
***        0.01680118        0.00000363
***        0.01680482        0.00000363
***        0.01680845        0.00000363
***        0.01681208        0.00000363
***        0.01681571        0.00000363
***        0.01681934        0.00000363
***        0.01682297        0.00000363
***        0.01682660        0.00000363
***        0.01683023        0.00000363
***        0.01683386        0.00000363
***        0.01683749        0.00000363
***        0.01684112        0.00000363
***        0.01684474        0.00000363
***        0.01684837        0.00000363
***        0.01685200        0.00000363
***        0.01685563        0.00000363
***        0.01685925        0.00000363
***        0.01686288        0.00000363
***        0.01686650        0.00000363
***        0.01687013        0.00000363
***        0.01687375        0.00000363
***        0.01687738        0.00000362
***        0.01688100        0.00000362
***        0.01688463        0.00000362
***        0.01688825        0.00000362
***        0.01689187        0.00000362
***        0.01689550        0.00000362
***        0.01689912        0.00000362
***        0.01690274        0.00000362
***        0.01690636        0.00000362
***        0.01690998        0.00000362
***        0.01691361        0.00000362
***        0.01691723        0.00000362
***        0.01692085        0.00000362
***        0.01692447        0.00000362
***        0.01692809        0.00000362
***        0.01693171        0.00000362
***        0.01693532        0.00000362
***        0.01693894        0.00000362
***        0.01694256        0.00000362
***        0.01694618        0.00000362
***        0.01694980        0.00000362
***        0.01695341        0.00000362
***        0.01695703        0.00000362
***        0.01696065        0.00000362
***        0.01696426        0.00000362
***        0.01696788        0.00000362
***        0.01697149        0.00000362
***        0.01697511        0.00000361
***        0.01697872        0.00000361
***        0.01698234        0.00000361
***        0.01698595        0.00000361
***        0.01698956        0.00000361
***        0.01699318        0.00000361
***        0.01699679        0.00000361
***        0.01700040        0.00000361
***        0.01700401        0.00000361
***        0.01700763        0.00000361
***        0.01701124        0.00000361
***        0.01701485        0.00000361
***        0.01701846        0.00000361
***        0.01702207        0.00000361
***        0.01702568        0.00000361
***        0.01702929        0.00000361
***        0.01703290        0.00000361
***        0.01703651        0.00000361
***        0.01704011        0.00000361
***        0.01704372        0.00000361
***        0.01704733        0.00000361
***        0.01705094        0.00000361
***        0.01705454        0.00000361
***        0.01705815        0.00000361
***        0.01706176        0.00000361
***        0.01706536        0.00000361
***        0.01706897        0.00000361
***        0.01707257        0.00000361
***        0.01707618        0.00000360
***        0.01707978        0.00000360
***        0.01708339        0.00000360
***        0.01708699        0.00000360
***        0.01709059        0.00000360
***        0.01709420        0.00000360
***        0.01709780        0.00000360
***        0.01710140        0.00000360
***        0.01710500        0.00000360
***        0.01710861        0.00000360
***        0.01711221        0.00000360
***        0.01711581        0.00000360
***        0.01711941        0.00000360
***        0.01712301        0.00000360
***        0.01712661        0.00000360
***        0.01713021        0.00000360
***        0.01713381        0.00000360
***        0.01713741        0.00000360
***        0.01714100        0.00000360
***        0.01714460        0.00000360
***        0.01714820        0.00000360
***        0.01715180        0.00000360
***        0.01715539        0.00000360
***        0.01715899        0.00000360
***        0.01716259        0.00000360
***        0.01716618        0.00000360
***        0.01716978        0.00000360
***        0.01717337        0.00000360
***        0.01717697        0.00000359
***        0.01718056        0.00000359
***        0.01718416        0.00000359
***        0.01718775        0.00000359
***        0.01719134        0.00000359
***        0.01719494        0.00000359
***        0.01719853        0.00000359
***        0.01720212        0.00000359
***        0.01720571        0.00000359
***        0.01720930        0.00000359
***        0.01721289        0.00000359
***        0.01721649        0.00000359
***        0.01722008        0.00000359
***        0.01722367        0.00000359
***        0.01722726        0.00000359
***        0.01723085        0.00000359
***        0.01723443        0.00000359
***        0.01723802        0.00000359
***        0.01724161        0.00000359
***        0.01724520        0.00000359
***        0.01724879        0.00000359
***        0.01725237        0.00000359
***        0.01725596        0.00000359
***        0.01725955        0.00000359
***        0.01726313        0.00000359
***        0.01726672        0.00000359
***        0.01727030        0.00000359
***        0.01727389        0.00000359
***        0.01727747        0.00000358
***        0.01728106        0.00000358
***        0.01728464        0.00000358
***        0.01728823        0.00000358
***        0.01729181        0.00000358
***        0.01729539        0.00000358
***        0.01729897        0.00000358
***        0.01730256        0.00000358
***        0.01730614        0.00000358
***        0.01730972        0.00000358
***        0.01731330        0.00000358
